,means,variances,residual_variances,highly_variable_rank,highly_variable_nbatches,highly_variable_intersection,highly_variable
ING1,0.031572321169507894,0.03594729864004117,1.1460093245230172,14386.0,233,False,True
LINC00567,0.0002071798499958266,0.00020912436709631985,0.3197188278047918,11617.5,32,False,False
LINC00346,0.00035970794099994834,0.0003724964247550307,0.8128749517728415,10014.0,133,False,False
ANKRD10,0.6835220971966629,1.6578897838331206,1.1630803517575528,15325.0,341,False,True
ANKRD10-IT1,0.04744418564904429,0.052445052537718015,1.0201122058863357,16819.0,216,False,True
AL442128.2,0.008595231186877219,0.009088742328485855,0.8587185970966028,16669.0,96,False,False
LINC00368,0.001100984526596527,0.0011971524522947532,0.5823245012188186,15116.0,51,False,False
AL353704.2,0.008332405909544384,0.009382845808179831,0.7747943212355758,17074.0,65,False,False
ARHGEF7-AS2,0.004338355995596062,0.00449442252460796,0.6762284455774507,10932.5,44,False,False
ARHGEF7,1.878220975941302,11.926498685283631,1.2958450462152948,13372.0,345,False,True
ARHGEF7-IT1,0.0012823289996144566,0.0013154636776041917,0.4892463306481931,13358.0,26,False,False
ARHGEF7-AS1,0.00017736979963671486,0.0001783320965376736,0.26199926667622525,14110.5,20,False,False
AL353704.1,0.004451137352788035,0.0048019654076338816,0.6498517433403366,14986.5,52,False,False
TEX29,0.03524740354461372,0.04837945440768551,0.8982154098382159,15819.0,106,False,False
AL359649.1,0.013483582611598892,0.021550227252805754,0.7375224508191472,16985.5,60,False,False
LINC02337,0.00011824653309114323,0.00011922627842954771,0.23920474076143347,15112.0,17,False,False
LINC00354,0.04066388969486433,0.09517450726902042,1.026290933169257,13616.5,182,False,True
SOX1-OT,0.09961376111418044,0.2745431183900405,1.6392358124271704,7137.5,330,False,True
SOX1,0.01711096890613014,0.022842806175893248,1.156082949601346,12566.0,242,False,True
AL356961.1,0.004513241624369517,0.005137765583129346,0.8407084446563413,16067.0,97,False,False
LINC00404,0.00034778392085630365,0.00035263148412659017,0.571377996130727,13449.5,70,False,False
LINC01070,1.8382864388118907e-05,1.8382535591487665e-05,0.05043460743018976,13852.0,5,False,False
LINC01043,5.7135929854964166e-05,5.7132693725958326e-05,0.1934307714292728,17837.0,20,False,False
LINC01044,0.00021711653344886383,0.00022402518358026051,0.48758859645007124,14250.0,61,False,False
SPACA7,0.000505280353586944,0.0005239050042058982,0.8283225857998308,8913.5,118,False,False
TUBGCP3,0.3786184432794235,0.7166554656369873,1.1966692297558714,14393.0,343,False,True
AL139384.2,0.0032895390571279805,0.0034953394258003603,1.1459100927146857,7933.0,159,False,False
ATP11AUN,0.0009544184456642276,0.0009773560569659363,1.0542522346627772,9973.0,161,False,True
AL139384.1,0.001191408346019166,0.001237685587671318,1.853070994085569,4812.5,290,False,True
ATP11A,0.5312980687062041,2.4871522982054834,2.011302348289689,5132.0,346,True,True
ATP11A-AS1,0.0025825440294443805,0.002717970419539529,1.145752878987913,12017.0,215,False,True
AL356752.1,0.00038802748884110447,0.0003918517915755884,0.8446945234416507,10190.5,138,False,False
MCF2L,0.37952069413695927,0.7802190797338426,1.5362866552701324,9084.0,343,False,True
AL356740.1,0.0018929381978035956,0.0019370520257512589,0.8464736348146082,8438.0,100,False,False
MCF2L-AS1,0.0030580143326722127,0.003167904656372696,0.9378568786118221,8840.0,121,False,False
AL356740.2,0.0028056225729650667,0.0028752586144034135,1.336299147603105,8570.5,238,False,True
AL356740.3,0.0008475990985440772,0.0008657608030125648,1.6290897486426055,5285.0,255,False,True
F7,0.0014298887488920597,0.0014815029937655993,0.8935379816808572,9150.5,120,False,False
F10,0.0052987364513321115,0.006067584870868809,1.115060376909718,10886.0,189,False,True
F10-AS1,0.00018035080467262602,0.00018031836784820793,0.4337723807566234,13984.0,59,False,False
AL137002.2,0.0006612862837996287,0.0006737670074898989,0.7986773906508263,11109.0,112,False,False
PROZ,0.001454730457524653,0.0015499944847505102,0.5692731351787794,12674.0,47,False,False
AL137002.1,9.936683453037247e-05,9.93570101265263e-05,0.21522357471502077,16137.0,21,False,False
PCID2,0.2510239752298355,0.42369437607559135,0.9932197387286168,18455.0,194,False,True
CUL4A,0.3362618395583343,0.5843796056604106,1.2670099316260124,12836.5,344,False,True
LAMP1,0.18796528520268846,0.30539410422090624,1.4758743645566972,9109.0,344,False,True
GRTP1,0.009004125710969701,0.010392692077303384,2.0251862600358175,4755.0,322,False,True
AL136221.1,0.00027027778992261313,0.0002741795494418732,0.8294549643840892,9114.0,151,False,False
GRTP1-AS1,0.000945475430556494,0.0010181134701527455,1.4858944067414293,7123.0,251,False,True
ADPRHL1,0.03502432500109304,0.044656451523675846,0.9024548912079977,15915.5,86,False,False
DCUN1D2,0.3054765037183069,0.5549426795151258,1.0538863793456734,17421.0,281,False,True
DCUN1D2-AS,0.006386306455267038,0.006762865610175456,0.8410909460113669,15186.0,99,False,False
TMCO3,0.2354884674851844,0.39718217733516165,0.9953100238838833,18345.0,199,False,True
AL442125.2,0.000555460605024782,0.0005581333508766897,0.8183328781678336,11213.5,118,False,False
AL442125.1,0.023115209882627896,0.025533098294344327,0.8419590450234827,17042.0,69,False,False
TFDP1,0.14628437595640578,0.2246198607248915,0.9289160509266119,18466.0,107,False,False
ATP4B,0.0003229422122237105,0.00033178110049919204,0.3873149571219995,16314.0,34,False,False
GRK1,0.0006006725147361015,0.0006122360315895761,0.9504599039026967,9603.0,156,False,False
TMEM255B,0.00951338073793786,0.011161801474715129,2.2458908574085896,3671.0,335,False,True
GAS6-AS1,0.009327067923193412,0.010047931084033292,2.0220818725135077,4879.5,330,False,True
GAS6,0.10627034535937009,0.14103156959396576,1.3331738340502335,11398.5,332,False,True
GAS6-DT,0.004972316399899838,0.005275505644521766,1.0176482606604305,10536.0,147,False,False
BX072579.1,8.396497517816474e-05,8.495163561328732e-05,0.14081631501039896,15361.0,6,False,False
LINC00454,4.4218241366015745e-05,4.421630808131905e-05,0.12662042833044093,13531.0,17,False,False
BX072579.2,0.00011675603057318765,0.00012071713196012397,0.27373179597472197,14167.0,36,False,False
LINC00452,0.000328407388122881,0.00036109077150756834,0.5109032731771844,11794.0,71,False,False
LINC00565,0.0005286315597015815,0.0005353080527521354,0.8238996184507738,9152.0,117,False,False
C13orf46,0.008529152241914521,0.009345743616278789,1.3454011156659582,9939.0,283,False,True
RASA3,0.20897441502744513,0.31930199401876597,1.609693056587172,8074.0,346,True,True
RASA3-IT1,7.055045251656446e-05,7.054551019963463e-05,0.2807462325472033,12597.0,44,False,False
CFAP97D2,0.007789862993008549,0.011098715900706381,1.0298635017413598,11719.0,157,False,False
AL160396.1,0.0025095094060645566,0.0031461167511154372,0.7517021548931004,11066.0,79,False,False
CDC16,0.32118838759424945,0.502172082114333,1.206574614825423,14209.5,342,False,True
AL160396.2,0.0016544577949307016,0.0017580439507393223,0.8422006959538728,11374.0,103,False,False
UPF3A,0.5282738390972722,1.0603961819022283,1.2116284056213495,14108.0,343,False,True
CHAMP1,0.05119627732091116,0.058927284607770386,1.2883499989253928,13029.0,335,False,True
LINC01054,0.0009047350283990413,0.0009545940428128865,0.6747012513474856,13132.5,84,False,False
CR383656.10,7.700929676103866e-05,0.00010979447627392125,0.20955703667838577,15096.0,30,False,False
OR11H12,1.490502517955587e-06,1.4905010368896805e-06,0.007432766547557093,15571.0,2,False,False
LINC02297,1.540185935220773e-05,1.5401629786992227e-05,0.0529895653999301,14642.0,6,False,False
CR383656.12,0.0,0.0,0.0,,0,False,False
AL929601.1,1.689236187016332e-05,1.6892084910838794e-05,0.06039637267217304,11414.0,7,False,False
AL929601.2,4.968341726518623e-06,4.968319510530026e-06,0.013072582301008804,16864.5,2,False,False
POTEM,0.000277730302512391,0.00031740005989880387,0.6626511914949488,11514.5,108,False,False
AL929601.3,1.987336690607449e-06,1.9873337284756365e-06,0.009259278112448944,8139.0,1,False,False
AL589182.1,0.00010731618129280226,0.00011127939319865569,0.2711204218624007,15445.0,29,False,False
AL589743.4,0.001310648547455613,0.0014321463341976214,0.9237141028430745,11172.5,140,False,False
AL589743.1,3.279105539502291e-05,3.278999643289977e-05,0.07457609453375572,13904.0,7,False,False
LINC01297,0.0004208185442361274,0.000575654003860924,0.6779915409653141,9624.5,90,False,False
POTEG,0.0006056408564626202,0.0006052743563365857,1.2526172463657073,7542.0,202,False,True
AL512624.2,1.490502517955587e-06,1.4905010368896805e-06,0.004339448186742268,17351.0,1,False,False
AL512310.10,1.540185935220773e-05,1.5401629786992227e-05,0.053988410651723204,16036.0,7,False,False
AL512310.9,5.962010071822348e-06,5.961977488372404e-06,0.026431310997249054,15903.5,4,False,False
AL512310.2,8.44618093508166e-06,8.44611379342723e-06,0.023470663419732807,16841.5,2,False,False
OR11H2,7.949346762429797e-06,7.94928751979354e-06,0.028974886968337346,13837.0,4,False,False
OR4N2,0.001938646941687567,0.0024982997827509815,1.6189672300337428,5717.5,264,False,True
OR4Q3,1.8382864388118907e-05,1.8382535591487665e-05,0.07448169920251708,16590.0,12,False,False
OR4M1,1.1427185970992833e-05,1.142706106776805e-05,0.052136332548648856,15241.0,7,False,False
OR4K2,8.595231186877219e-05,9.290064864219957e-05,0.31677535940582513,13683.0,53,False,False
OR4K5,2.4841708632593117e-06,2.484165926372957e-06,0.016355761106722017,7278.0,3,False,False
OR4K1,3.1300552877067325e-05,3.328692638114692e-05,0.13038344169853186,11034.0,19,False,False
OR4K15,4.968341726518623e-07,4.968341726518624e-07,0.007507574618980857,3863.0,1,False,False
OR4K14,8.44618093508166e-06,8.44611379342723e-06,0.033084232719665874,14163.5,4,False,False
OR4K13,8.297130683286101e-05,8.296446381468425e-05,0.2799159476359827,14454.0,40,False,False
OR4L1,0.0,0.0,0.0,,0,False,False
OR4K17,0.0002687872874046575,0.00027070251198365317,0.5077873632794369,13076.0,70,False,False
OR4N5,1.3911356834252145e-05,1.4904839058940291e-05,0.04023926190464517,16894.0,4,False,False
OR11G2,0.0011233420643658608,0.001135992088206297,0.875981995686159,11577.5,118,False,False
OR11H6,2.981005035911174e-06,2.9809976305816414e-06,0.005817029904619269,,0,False,False
OR11H4,0.00030555301618089535,0.0003183775002049666,0.33692943208301823,12496.5,24,False,False
TTC5,0.13660952411235608,0.21241651082584873,0.9513663570520741,18297.0,125,False,False
AL356019.2,0.012532145170970576,0.013668853485125828,0.8945572297799943,13972.0,105,False,False
AL356019.1,2.4344874459941255e-05,2.4344293882105913e-05,0.07081996500056971,12594.5,6,False,False
CCNB1IP1,0.09755587397105643,0.12940321559463042,1.0642763840683778,17175.0,265,False,True
AL355075.6,0.0014929866888188463,0.0015603152389550138,0.707560282299704,12244.5,68,False,False
AL355075.4,0.007882274149121796,0.011295007718635272,1.5205306182994325,8411.0,295,False,True
PARP2,0.05371274240539284,0.06705829577778276,1.1971381498430127,14254.0,256,False,True
AL355075.1,0.0009121875409888192,0.0009371912974854197,0.8484212413818927,11897.5,120,False,False
TEP1,0.030141935586443184,0.04193051425432114,2.1527497843085883,3881.0,343,False,True
KLHL33,0.0014492652816254824,0.0014898933908470192,1.5033750997128346,6931.0,253,False,True
OSGEP,0.15273328351742696,0.2728419888255077,1.0538817787248531,17778.5,270,False,True
AL355075.2,0.001194389351055077,0.001229729124880853,0.6482595574414293,13081.0,70,False,False
APEX1,0.05391246974279888,0.06144343817544419,1.2147011796985847,14296.0,287,False,True
PIP4P1,0.03711400953126677,0.04058369417952145,1.3065517018291852,12941.0,313,False,True
PNP,0.005278366250253385,0.006757903337366113,1.9907289723580526,4382.0,323,False,True
AL355075.3,0.00014060407086047703,0.00014555271539781588,0.46189271565527823,12214.5,82,False,False
RNASE10,8.396497517816474e-05,8.395796677429496e-05,0.30669835644268645,11852.0,43,False,False
RNASE9,5.962010071822348e-06,5.961977488372404e-06,0.03368124299981386,7271.0,5,False,False
RNASE11,0.00027226512661322056,0.00027417847122589216,0.5991458752080809,13311.0,95,False,False
AL163195.2,0.0004968341726518624,0.0005025495882123794,0.7011705730006411,12292.5,90,False,False
RNASE12,4.968341726518623e-07,4.968341726518624e-07,0.0007800350366981881,,0,False,False
OR6S1,1.490502517955587e-06,1.4905010368896805e-06,0.007517015805685214,17425.0,2,False,False
ANG,0.0005852706553838938,0.0006852889569944995,1.3052575025045747,6382.0,218,False,True
RNASE4,0.0013146232208368278,0.0013834461264839064,1.8093119396142259,5118.0,279,False,True
AL163636.1,0.0006811596507057033,0.0007283921147006208,1.4206883696395076,6415.0,239,False,True
EDDM3A,2.3848040287289393e-05,2.384748340650854e-05,0.11853540324101604,15611.0,21,False,False
EDDM3B,4.6205578056623194e-05,4.71971348956328e-05,0.21924115930430707,11910.5,34,False,False
RNASE6,0.0014010723668782517,0.001466679539278188,2.897304629554908,1512.0,309,False,True
AL133371.2,6.160743740883092e-05,6.160367253929655e-05,0.3819401851633132,13142.0,80,False,False
RNASE1,0.21437798348920678,0.5713031781319661,3.576255532304524,1371.0,345,False,True
AL133371.3,0.00018482231222649277,0.00018677558242649644,0.6216030909362336,11835.0,107,False,False
AL133371.1,1.7886030215467045e-05,1.7885719191626675e-05,0.08102168446250031,17023.0,9,False,False
RNASE3,5.4651758991704856e-05,5.663613700631976e-05,0.2702422605368125,12624.5,52,False,False
AL355922.4,0.0016067617143561228,0.001793971576408701,1.3652098465398352,8266.0,235,False,True
AL355922.3,9.936683453037247e-06,9.936589652196498e-06,0.04999090151828259,11254.5,8,False,False
AL355922.1,2.136386942403008e-05,2.1363423623192205e-05,0.1046070104127854,14089.0,21,False,False
RNASE2,0.00019575266402483375,0.00021260681241985302,0.6556866551907021,7313.5,118,False,False
METTL17,0.04648132102244498,0.050378235081126536,1.2509636484757982,12641.0,317,False,True
AL161668.3,0.006279487108146888,0.006572937311140373,1.2833520697273013,10994.0,262,False,True
SLC39A2,0.00010085733704832805,0.00010184088378922625,0.34991033604635824,13466.0,49,False,False
NDRG2,0.18988853028502384,0.3507572369599059,4.03268620074215,1326.5,346,True,True
TPPP2,0.0004287678909985572,0.00043951461925842384,1.1946458065630166,6758.0,199,False,True
AL161668.4,3.0306884531763604e-05,3.129964992055301e-05,0.1668798727475547,12718.5,30,False,False
AL161668.2,7.949346762429797e-06,7.94928751979354e-06,0.03281677446226409,13672.0,3,False,False
RNASE13,3.4281557912978504e-05,3.527406855843196e-05,0.15866569237924227,16101.0,27,False,False
RNASE7,6.607894496269769e-05,6.706828020284766e-05,0.2904642573417861,11852.0,49,False,False
RNASE8,3.974673381214898e-06,3.974659557933105e-06,0.017061819216029065,18184.0,3,False,False
ARHGEF40,0.03717263596363969,0.04222187360724167,2.409562066892156,3150.0,345,False,True
ZNF219,0.017349946143175685,0.018742145684132346,1.2750766916294534,12536.5,300,False,True
TMEM253,0.0006438970877568136,0.0006593815054253205,1.051366059896981,9563.0,174,False,True
AL161668.1,0.0003308915589861403,0.0003595986304370239,0.6436579181425831,11684.5,98,False,False
OR5AU1,0.00015004392014086242,0.000157970832210628,0.3771321497211684,13789.0,53,False,False
LINC00641,0.06567998712205825,0.07977486581346457,1.2929534380694876,9705.0,211,False,True
HNRNPC,0.9647193085658186,2.5466637731644313,1.3772924525809722,10728.0,346,True,True
RPGRIP1,0.004733339162854292,0.005022949019221113,1.6989587604915901,6163.5,304,False,True
SUPT16H,0.1661512840182358,0.23028061088623658,1.3034961117884094,13079.0,340,False,True
AL135744.1,0.000527141057183626,0.0005695912013298796,1.0124982592847276,8544.5,176,False,True
CHD8,0.3338238742731316,0.5922639260060905,1.1565445912834962,15694.5,338,False,True
RAB2B,0.09508263345959546,0.1181513838861778,1.2411290496707963,13338.0,339,False,True
TOX4,0.1293318971513516,0.17543091949131726,1.220610136370472,14710.5,338,False,True
METTL3,0.06795697813532173,0.07680108415770154,1.2103604305210942,13867.5,334,False,True
SALL2,0.017083146192461634,0.018660411737265962,1.6571720221808521,7241.5,316,False,True
AL161747.2,0.0001411009050331289,0.00014604940985658464,0.34910785526935845,11438.0,39,False,False
OR10G3,0.00041883120754551993,0.0004216370024846941,0.7996848306108918,11477.5,122,False,False
TRAV1-1,1.490502517955587e-06,1.4905010368896805e-06,0.0067029481549204665,17551.0,1,False,False
OR10G2,4.968341726518623e-07,4.968341726518624e-07,0.0034705697062253653,17570.0,1,False,False
TRAV1-2,1.490502517955587e-06,1.4905010368896805e-06,0.006650973515450343,,0,False,False
OR4E2,0.00012371170899031373,0.00012469013469899672,0.3534774747371605,13392.5,52,False,False
OR4E1,1.7886030215467045e-05,1.7885719191626675e-05,0.07585993202956774,16089.0,12,False,False
TRAV2,1.490502517955587e-06,1.4905010368896805e-06,0.006902890679738768,12531.0,1,False,False
